City,ft,bt,No_of_Owners,Car_Model,Model_Year,Car_Price,Insurance Validity,Mileage(kmpl),Brand,Mileage_Category,Transmission_Manual
1,4,2,1,238,2019,403000.0,8,0.7027501462843769,26,0,1
1,4,2,1,66,2015,517000.0,2,0.4505558806319484,9,2,1
1,4,8,2,87,2016,449000.0,8,0.47396138092451745,10,2,1
1,4,8,2,63,2014,455000.0,2,0.3510825043885313,9,1,1
1,4,8,1,298,2014,643000.0,7,0.21591574019894677,30,1,1
1,1,7,2,142,2018,705000.0,2,0.43826799297834984,18,2,1
1,1,2,1,253,2021,889000.0,7,0.7396138092451726,28,0,1
1,1,8,2,180,2016,621000.0,8,0.9122293739028672,19,0,0
1,1,8,2,14,2011,1400000.0,2,0.684025746050322,2,0,0
1,4,8,1,63,2014,630000.0,2,0.3744880046811,9,1,1
1,4,8,1,63,2015,530000.0,8,0.3744880046811,9,1,1
1,4,2,1,157,2017,678000.0,8,0.5857226448215332,19,0,1
1,1,8,2,197,2011,1200000.0,8,0.5096547688706846,20,2,0
1,1,8,2,237,2014,524000.0,8,0.5500292568753656,26,2,1
1,1,8,1,86,2011,675000.0,2,0.6623756582796957,10,0,1
1,1,8,1,87,2014,470000.0,2,0.7840842598010532,10,0,1
1,1,8,1,59,2014,530000.0,8,0.866003510825044,9,0,1
1,4,2,1,81,2019,463000.0,2,0.5441778818022235,10,2,1
1,4,2,2,66,2019,727000.0,9,0.42129900526623765,9,2,0
1,4,8,1,63,2015,515000.00000000006,2,0.3744880046811,9,1,1
1,4,8,1,180,2016,547000.0,9,0.6676418958455238,19,0,1
1,1,2,2,175,2012,307000.0,8,0.713867758923347,19,0,1
1,1,2,2,179,2016,624000.0,2,0.8308952603861907,19,0,1
1,4,8,1,250,2022,1816000.0,9,0.4517261556465769,27,2,1
1,1,7,1,178,2017,850000.0,2,0.7401989467524869,19,0,1
1,4,8,1,59,2021,745000.0,2,0.4447045055588065,9,2,1
1,4,4,1,105,2022,1689999.9999999998,2,0.48399837731360973,14,2,0
1,4,7,1,73,2021,1150000.0,8,0.48399837731360973,10,2,1
1,4,2,1,156,2017,310000.0,2,0.7577530719719133,19,0,1
1,4,8,2,180,2016,495000.0,2,0.5763604447045058,19,0,1
1,4,4,1,165,2017,800000.0,8,0.38033937975424237,19,1,1
1,1,7,1,265,2019,825000.0,2,0.6143943826799297,28,0,0
1,4,8,1,86,2017,774000.0,7,0.35166764189584565,10,1,1
1,4,2,1,226,2017,525000.0,7,0.4768870684610883,23,2,0
1,4,2,1,179,2018,600000.0,2,0.5500292568753656,19,2,1
1,4,2,2,90,2016,582000.0,9,0.4447045055588065,10,2,1
1,4,2,2,66,2017,551000.0,2,0.4505558806319484,9,2,1
1,4,8,1,180,2015,525000.0,2,0.5763604447045058,19,0,1
1,4,2,1,90,2016,583000.0,9,0.4447045055588065,10,2,1
1,1,2,1,90,2021,825000.0,8,0.8191925102399064,10,0,1
1,4,4,1,243,2020,670000.0,9,0.526623756582797,26,2,1
1,4,2,2,300,2013,396000.0,2,0.32007021650087764,30,1,1
1,4,8,1,180,2017,590000.0,8,0.5763604447045058,19,0,1
1,4,2,1,273,2016,400000.0,2,0.7513165593914569,28,0,1
1,4,2,1,157,2019,700000.0,8,0.6085430076067876,19,0,1
1,1,7,1,142,2017,700000.0,8,0.43826799297834984,18,2,1
1,1,7,1,138,2019,1150000.0,2,0.48399837731360973,18,2,1
1,4,2,1,66,2016,595000.0,2,0.4681100058513751,9,2,0
1,4,2,1,238,2019,460000.0,2,0.6582796957284963,26,0,1
1,4,2,1,155,2019,395000.0,2,0.8016383850204797,19,0,1
1,1,2,1,300,2013,435000.0,2,0.534815681685196,30,2,1
1,4,2,1,300,2019,666000.0,7,0.45523698069046226,30,2,1
1,4,2,3,179,2013,380000.0,8,0.665886483323581,19,0,1
1,4,2,1,157,2018,700000.0,8,0.6085430076067876,19,0,1
1,1,8,2,305,2016,692000.0,2,0.6524283206553539,30,0,0
1,1,2,1,179,2016,590000.0,8,0.8308952603861907,19,0,1
1,1,8,2,52,2006,125000.0,8,0.3978935049736688,7,1,1
1,4,2,2,300,2017,520000.0,7,0.30427150380339374,30,1,1
1,4,8,1,180,2019,695000.0,8,0.38033937975424237,19,1,1
1,4,2,1,184,2022,607000.0,7,0.7349327091866588,19,0,1
1,4,7,1,269,2022,688000.0,7,0.5318899941486249,28,2,1
1,4,2,1,184,2021,660000.0,2,0.4622586307782329,19,2,1
1,1,2,1,54,2012,250000.0,2,0.526623756582797,7,2,1
1,4,8,1,63,2021,1245000.0,2,0.4447045055588065,9,2,1
1,4,7,2,69,2017,575000.0,2,0.38033937975424237,9,1,1
1,4,7,1,73,2016,844999.9999999999,2,0.1170275014628438,10,1,1
1,4,8,1,87,2015,405000.0,2,0.534815681685196,10,2,1
1,1,8,2,180,2013,300000.0,8,0.7255705090696313,19,0,1
1,4,8,0,63,2019,925000.0,6,0.3744880046811,9,1,1
1,4,2,1,287,2021,750000.0,8,0.5857226448215332,29,0,1
1,1,8,2,14,2015,1300000.0,8,0.4610883557636044,2,2,0
1,4,4,1,105,2022,1714000.0,2,0.30427150380339374,14,1,1
1,4,7,1,108,2020,928000.0,2,0.42129900526623765,14,2,1
1,4,8,1,63,2021,950000.0,2,0.4447045055588065,9,2,1
1,4,7,1,269,2022,702000.0,7,0.5318899941486249,28,2,1
1,1,7,1,146,2020,844999.9999999999,2,0.5324751316559392,18,2,1
1,4,2,1,273,2019,513000.0,2,0.7513165593914569,28,0,0
1,1,8,2,59,2015,570000.0,8,0.8016383850204797,9,0,1
1,4,7,1,60,2018,851000.0,2,0.2574605032182563,9,1,1
1,4,2,1,160,2014,370000.0,2,0.7080163838502048,19,0,1
1,4,2,1,300,2014,460000.0,2,0.32007021650087764,30,1,1
1,4,2,1,300,2014,460000.0,8,0.32007021650087764,30,1,1
1,1,2,1,90,2013,365000.0,2,0.6377998829724986,10,0,1
1,1,7,1,236,2016,790000.0,2,0.5102399063779989,26,2,1
1,1,2,1,179,2013,450000.0,2,0.6963136337039203,19,0,1
1,4,2,1,184,2014,370000.0,2,0.5564657694558223,19,2,1
1,4,2,2,78,2019,665000.0,7,0.5675833820947923,10,0,0
1,4,8,1,63,2019,875000.0,8,0.29256875365710944,9,1,1
1,1,2,2,55,2019,539000.0,2,0.7840842598010532,7,0,1
1,4,7,1,269,2022,847000.0000000001,7,0.5318899941486249,28,2,1
1,4,8,1,63,2016,755000.0,8,0.3744880046811,9,1,1
1,4,2,1,273,2020,496000.0,8,0.46869514335868934,28,2,1
1,1,4,3,126,2009,375000.0,8,0.15213575190169693,18,1,1
1,4,7,1,183,2020,1009000.0,7,0.45406670567583396,19,2,0
1,4,2,3,77,2013,339000.0,7,0.4622586307782329,10,2,1
1,4,8,1,68,2010,519000.00000000006,8,0.1053247513165595,9,1,1
1,1,8,1,3,2012,1450000.0,2,0.3575190169689878,1,1,0
1,1,7,1,178,2018,825000.0,8,0.7401989467524869,19,0,1
1,4,2,0,154,2007,165000.0,6,0.5090696313633704,19,2,1
1,4,7,1,302,2022,1645000.0,2,0.40257460503218245,30,1,0
1,4,7,2,265,2019,719000.0,2,0.3510825043885313,28,1,1
1,4,2,1,160,2021,633000.0,9,0.8777062609713283,19,0,0
1,4,4,1,165,2018,799000.0,8,0.48800468110005857,19,2,1
1,4,2,2,157,2020,861000.0,2,0.6085430076067876,19,0,0
1,4,4,1,243,2021,749000.0,9,0.526623756582797,26,2,1
1,4,2,1,273,2021,648000.0,2,0.46869514335868934,28,2,1
1,1,8,1,180,2009,250000.0,8,0.48566413107080175,19,2,1
1,4,2,2,74,2012,265000.0,2,0.5909888823873611,10,0,1
1,4,2,1,300,2014,490000.00000000006,2,0.32007021650087764,30,1,1
1,4,7,1,107,2020,1590000.0,8,0.3218256290228204,14,1,1
1,4,8,2,260,2009,114000.0,8,0.19894675248683447,28,1,1
1,1,8,1,59,2014,475000.0,2,0.866003510825044,9,0,1
1,4,8,1,59,2020,973000.0,8,0.4271503803393798,9,2,0
1,4,2,1,90,2018,630000.0,2,0.4447045055588065,10,2,1
1,4,2,1,263,2014,150000.0,8,0.842598010532475,28,0,1
1,4,7,1,73,2018,827000.0,8,0.28086600351082514,10,1,1
1,4,4,1,243,2022,715000.0,7,0.526623756582797,26,2,1
1,4,2,2,77,2019,569000.0,2,0.4622586307782329,10,2,1
1,4,2,1,238,2021,490000.00000000006,2,0.6284376828554709,26,0,1
1,4,2,1,176,2020,485000.0,2,0.626097132826214,19,0,1
1,4,2,2,61,2017,452000.0,7,0.4388531304856641,9,2,1
1,4,2,1,157,2017,622000.0,2,0.6085430076067876,19,0,0
1,4,2,3,90,2016,554000.0,2,0.4447045055588065,10,2,1
1,4,2,1,184,2016,375000.0,2,0.4622586307782329,19,2,1
1,4,8,1,59,2020,967000.0,8,0.4271503803393798,9,2,0
1,1,8,1,59,2015,475000.0,2,0.8016383850204797,9,0,1
1,4,2,2,155,2019,320000.0,8,0.6465769455822118,19,0,1
1,4,8,1,59,2018,695000.0,2,0.4447045055588065,9,2,1
1,1,2,1,160,2016,350000.0,8,0.9724985371562317,19,0,1
1,4,2,3,90,2009,250000.0,8,0.3510825043885313,10,1,1
1,1,7,1,147,2017,1250000.0,2,0.29256875365710944,18,1,1
1,4,2,1,155,2014,260000.0,8,0.6869514335868928,19,0,1
1,1,2,1,27,2013,285000.0,2,0.844938560561732,3,0,1
1,4,2,1,157,2017,616000.0,2,0.6085430076067876,19,0,0
1,4,2,1,90,2016,594000.0,8,0.4447045055588065,10,2,1
1,4,2,2,155,2018,320000.0,8,0.8016383850204797,19,0,1
1,4,2,1,66,2017,647000.0,8,0.4681100058513751,9,2,0
1,4,7,1,107,2019,1400000.0,9,0.3218256290228204,14,1,0
1,4,8,1,63,2016,600000.0,2,0.3744880046811,9,1,1
1,4,2,2,77,2019,505000.0,8,0.4622586307782329,10,2,1
1,4,7,1,85,2019,900000.0,8,0.425394967817437,10,2,1
1,4,2,1,90,2019,730000.0,8,0.4447045055588065,10,2,1
1,4,2,1,55,2020,648000.0,2,0.4388531304856641,7,2,1
1,4,2,1,90,2013,435000.0,2,0.4388531304856641,10,2,1
1,1,8,1,249,2017,900000.0,8,0.6272674078408426,27,0,0
1,4,8,1,63,2018,740000.0,2,0.3744880046811,9,1,1
1,4,2,1,184,2012,320000.0,8,0.6313633703920422,19,0,1
1,4,2,1,89,2011,295000.0,2,0.5476887068461088,10,2,1
1,1,7,1,142,2016,790000.0,2,0.43826799297834984,18,2,1
1,1,2,2,300,2011,315000.0,8,0.6477472205968403,30,0,1
1,1,8,2,197,2008,850000.0,2,0.22469280280866,20,1,0
1,4,8,1,63,2014,570000.0,2,0.3510825043885313,9,1,1
1,4,2,1,90,2016,576000.0,2,0.4447045055588065,10,2,1
1,4,7,2,73,2017,842000.0,8,0.1170275014628438,10,1,1
1,4,8,1,163,2017,675000.0,8,0.5693387946167349,19,0,1
1,4,2,1,77,2017,518000.0,2,0.4622586307782329,10,2,1
1,4,2,1,39,2021,397000.0,2,0.5681685196021066,5,0,1
1,4,8,1,249,2017,775000.0,2,0.19309537741369232,27,1,1
1,1,7,2,101,2017,1166000.0,7,0.35693387946167354,13,1,1
1,4,2,1,274,2022,732000.0,9,0.5318899941486249,28,2,0
1,4,7,1,50,2014,577000.0,2,0.3218256290228204,7,1,0
1,4,8,2,251,2009,600000.0,8,0.12521942656524288,27,1,1
1,1,2,1,300,2015,510000.0,8,0.534815681685196,30,2,1
1,1,8,3,197,2010,900000.0,8,0.22469280280866,20,1,0
1,1,7,2,10,2012,1500000.0,8,0.01930953774136923,1,1,0
1,4,2,1,184,2022,625000.0,7,0.8303101228788766,19,0,0
1,1,7,1,73,2022,1275000.0,2,0.48399837731360973,10,2,1
1,4,2,1,54,2016,395000.0,2,0.4189584552369806,7,2,1
1,4,4,1,38,2017,320000.0,8,0.4938560561732007,5,2,1
1,1,2,1,54,2017,450000.0,8,0.7776477472205968,7,0,1
1,4,7,1,85,2022,1085000.0,8,0.48399837731360973,10,2,1
1,4,2,1,39,2021,400000.0,2,0.5681685196021066,5,0,1
1,1,8,1,180,2012,485000.0,2,0.48566413107080175,19,2,1
1,4,4,2,165,2020,985000.0,8,0.40901111761263886,19,2,0
1,4,8,1,63,2017,681000.0,8,0.3978935049736688,9,1,1
1,4,7,3,50,2016,621000.0,8,0.2709186658864834,7,1,0
1,4,2,1,156,2018,410000.0,2,0.7577530719719133,19,0,0
1,4,2,2,90,2016,505000.0,2,0.4447045055588065,10,2,1
1,1,7,1,85,2022,1290000.0,2,0.48399837731360973,10,2,1
1,4,2,1,90,2019,708000.0,8,0.4447045055588065,10,2,1
1,1,7,2,147,2020,1734000.0,2,0.23990637799882975,18,1,0
1,4,2,1,179,2021,760000.0,2,0.4447045055588065,19,2,1
1,1,8,1,59,2018,785000.0,8,0.7489760093622001,9,0,0
1,4,2,1,157,2019,745000.0,2,0.5857226448215332,19,0,1
1,4,2,1,39,2016,270000.0,2,0.684610883557636,5,0,1
1,1,2,1,300,2014,450000.0,8,0.6477472205968403,30,0,1
1,4,8,2,59,2015,420000.0,2,0.4447045055588065,9,2,1
1,4,2,1,184,2020,550000.0,2,0.6313633703920422,19,0,1
1,4,2,1,238,2019,421000.0,2,0.7027501462843769,26,0,1
1,4,2,1,39,2019,303000.0,7,0.684610883557636,5,0,1
1,4,2,2,66,2018,780000.0,8,0.42129900526623765,9,2,0
1,4,8,1,275,2020,643000.0,2,0.5441778818022235,28,2,1
1,4,2,2,160,2018,474000.0,2,0.7080163838502048,19,0,0
1,4,8,1,180,2017,644000.0,2,0.5974253949678175,19,0,1
1,4,4,1,165,2021,1200000.0,8,0.46869514335868934,19,2,1
1,4,2,2,184,2019,519000.00000000006,2,0.5564657694558223,19,2,0
1,1,7,1,50,2018,811000.0,2,0.7021650087770627,7,0,1
1,4,2,1,157,2019,725000.0,8,0.5857226448215332,19,0,1
1,4,2,1,157,2018,725000.0,2,0.5008777062609712,19,2,0
1,1,2,1,90,2019,750000.0,8,0.6752486834406085,10,0,1
1,4,8,1,63,2020,950000.0,2,0.3744880046811,9,1,1
1,4,8,1,86,2018,925000.0,2,0.3510825043885313,10,1,0
1,1,8,2,278,2018,525000.0,8,0.6992393212404916,28,0,1
1,1,2,1,179,2015,550000.0,2,0.8308952603861907,19,0,1
1,4,2,1,77,2015,500000.0,8,0.4622586307782329,10,2,1
1,4,7,2,101,2018,1209000.0,9,0.29256875365710944,13,1,0
1,4,2,2,66,2017,656000.0,2,0.4681100058513751,9,2,0
1,4,2,2,90,2010,295000.0,8,0.3510825043885313,10,1,1
1,4,8,1,59,2015,431000.0,2,0.4095962551199531,9,2,1
1,4,7,1,73,2018,894999.9999999999,2,0.28086600351082514,10,1,1
1,1,8,2,17,2012,1500000.0,8,0.3352837916910474,2,1,0
1,4,2,2,77,2015,392000.0,2,0.4622586307782329,10,2,1
1,1,8,1,59,2014,470000.0,2,0.866003510825044,9,0,1
1,4,8,1,59,2018,726000.0,2,0.4681100058513751,9,2,0
1,4,8,2,305,2020,1023000.0,7,0.3130485664131072,30,1,0
1,4,2,1,172,2017,500000.0,8,0.5787009947337626,19,0,1
1,4,7,1,73,2020,1590000.0,8,0.48399837731360973,10,2,0
1,4,7,1,107,2020,1425000.0,2,0.48399837731360973,14,2,0
1,1,7,1,101,2018,1250000.0,8,0.35693387946167354,13,1,1
1,4,2,1,263,2014,125000.0,8,0.842598010532475,28,0,1
1,4,7,1,73,2017,903000.0,2,0.2510239906377999,10,1,1
1,4,2,2,90,2014,488000.0,2,0.4447045055588065,10,2,1
1,4,2,2,157,2020,660000.0,8,0.5857226448215332,19,0,1
1,4,2,1,90,2017,604000.0,8,0.4447045055588065,10,2,1
1,4,2,1,273,2016,417000.0,7,0.7513165593914569,28,0,1
1,4,7,1,146,2016,405000.0,2,0.3405500292568754,18,1,1
1,4,2,3,184,2017,444000.00000000006,2,0.5564657694558223,19,2,0
1,4,2,2,179,2007,220000.00000000003,8,0.2984201287302517,19,1,1
1,4,8,1,72,2020,615000.0,2,0.555880631948508,10,2,1
1,4,8,2,59,2015,396000.0,2,0.4095962551199531,9,2,1
1,4,2,1,77,2018,650000.0,2,0.4622586307782329,10,2,0
1,1,7,1,101,2018,1400000.0,2,0.35693387946167354,13,1,1
1,4,2,1,74,2012,210000.0,8,0.5909888823873611,10,0,1
1,4,2,1,155,2020,400000.0,8,0.6465769455822118,19,0,1
1,4,2,1,160,2015,350000.0,2,0.6220011702750147,19,0,0
1,4,2,0,184,2016,430000.0,6,0.5564657694558223,19,2,1
1,4,2,1,77,2018,515000.00000000006,2,0.4622586307782329,10,2,1
1,4,2,1,187,2002,120000.0,8,0.36863662960795784,19,1,1
1,1,2,1,90,2014,492000.0,2,0.6752486834406085,10,0,1
1,4,8,1,180,2021,731000.0,7,0.6676418958455238,19,0,1
1,4,2,1,156,2015,345000.0,2,0.7577530719719133,19,0,0
1,4,2,2,91,2017,523000.00000000006,7,0.36220011702750166,10,1,1
1,4,2,1,184,2014,302000.0,2,0.5564657694558223,19,2,1
1,4,4,2,38,2019,500000.0,8,0.5166764189584551,5,2,1
1,4,8,1,63,2021,1350000.0,8,0.4447045055588065,9,2,1
1,4,2,1,81,2019,472000.0,2,0.5441778818022235,10,2,1
1,4,8,2,163,2017,564000.0,2,0.5693387946167349,19,0,1
1,1,8,2,87,2017,410000.0,8,0.842598010532475,10,0,1
1,1,2,1,273,2017,470000.0,8,0.9526038619075484,28,0,1
1,4,2,1,157,2017,630000.0,2,0.6085430076067876,19,0,0
1,1,2,1,54,2016,375000.0,8,0.8677589233469866,7,0,1
1,1,8,1,296,2017,520000.0,8,0.6237565827969572,30,0,1
1,1,7,3,147,2015,1000000.0,8,0.29256875365710944,18,1,1
1,4,8,1,63,2022,1597000.0,8,0.3744880046811,9,1,1
1,4,2,1,90,2019,800000.0,2,0.3744880046811,10,1,0
1,4,2,1,66,2017,575000.0,8,0.4505558806319484,9,2,1
1,1,7,1,256,2019,1422000.0,9,0.3510825043885313,28,1,1
1,4,8,1,87,2018,562000.0,9,0.534815681685196,10,2,1
1,4,2,1,66,2018,690000.0,2,0.42129900526623765,9,2,0
1,4,2,2,91,2017,573000.0,2,0.36220011702750166,10,1,1
1,4,8,2,275,2018,558000.0,2,0.5441778818022235,28,2,0
1,4,2,1,179,2018,580000.0,2,0.5974253949678175,19,0,1
1,4,7,2,69,2017,684000.0,8,0.38033937975424237,9,1,1
1,4,2,2,90,2010,290000.0,8,0.3510825043885313,10,1,1
1,4,7,1,50,2018,762000.0,2,0.22235225277940318,7,1,0
1,4,2,1,158,2018,663000.0,8,0.5909888823873611,19,0,1
1,1,7,1,178,2018,869999.9999999999,8,0.7401989467524869,19,0,1
1,4,8,2,220,2011,320000.0,8,0.12697483908718554,22,1,1
1,4,8,1,63,2017,750000.0,2,0.3510825043885313,9,1,1
1,1,7,1,50,2021,950000.0,8,0.626097132826214,7,0,1
1,4,4,2,165,2020,1025000.0,8,0.40901111761263886,19,2,0
1,4,8,2,180,2008,245000.00000000003,8,0.38033937975424237,19,1,1
1,4,8,0,59,2014,395000.0,6,0.4095962551199531,9,2,1
1,1,7,1,73,2018,1080000.0,2,0.6495026331187831,10,0,1
1,1,4,1,34,2009,200000.0,8,0.07021650087770626,3,1,1
1,4,2,2,90,2016,608000.0,8,0.4447045055588065,10,2,1
1,1,2,2,91,2017,698000.0,8,0.596255119953189,10,0,1
1,1,8,1,59,2013,335000.0,8,0.8016383850204797,9,0,1
1,1,2,1,90,2014,502000.0,8,0.6752486834406085,10,0,1
1,4,7,2,73,2018,1027000.0,2,0.22235225277940318,10,1,0
1,4,8,1,86,2019,900000.0,8,0.3510825043885313,10,1,1
1,4,7,1,69,2017,769000.0,2,0.38033937975424237,9,1,1
1,4,8,1,180,2016,595000.0,8,0.4388531304856641,19,2,0
1,4,2,2,185,2015,375000.0,2,0.5564657694558223,19,2,1
1,4,8,1,163,2015,585000.0,2,0.5693387946167349,19,0,1
1,4,8,2,86,2012,450000.0,8,0.35166764189584565,10,1,1
1,1,8,2,14,2012,995000.0,8,0.4610883557636044,2,2,0
1,4,8,1,63,2021,1100000.0,2,0.3510825043885313,9,1,1
1,4,2,3,300,2014,350000.0,8,0.32007021650087764,30,1,1
1,4,8,1,163,2018,730000.0,2,0.5430076067875952,19,2,0
1,1,8,2,17,2012,1000000.0,8,0.3352837916910474,2,1,0
1,1,7,1,285,2013,1791000.0,2,0.1170275014628438,29,1,1
1,1,8,2,14,2012,1350000.0,2,0.684025746050322,2,0,0
1,4,2,1,77,2017,510000.0,2,0.3510825043885313,10,1,1
1,4,7,1,50,2018,860000.0,8,0.4610883557636044,7,2,1
1,1,2,3,90,2014,485000.0,9,0.6752486834406085,10,0,1
1,1,2,1,214,2015,1700000.0,8,0.5675833820947923,21,0,0
1,4,8,1,180,2017,636000.0,7,0.5974253949678175,19,0,0
1,4,8,1,296,2017,571000.0,2,0.3510825043885313,30,1,1
1,4,7,1,239,2021,825000.0,2,0.46986541837331786,26,2,0
1,4,2,1,39,2021,393000.0,9,0.626097132826214,5,0,1
1,1,7,1,108,2021,1100000.0,8,0.43300175541252195,14,2,1
1,4,2,2,77,2016,420000.0,7,0.4622586307782329,10,2,1
1,4,7,1,50,2017,704000.0,9,0.4610883557636044,7,2,1
1,4,7,1,225,2022,950000.0,8,0.3744880046811,23,1,0
1,4,2,0,90,2021,770000.0,6,0.526623756582797,10,2,1
1,1,7,1,108,2020,1200000.0,8,0.48399837731360973,14,2,0
1,4,2,3,42,2010,120000.0,8,0.21064950263311877,6,1,1
1,4,8,1,180,2021,750000.0,2,0.5763604447045058,19,0,1
1,4,2,2,238,2019,410000.0,8,0.7630193095377414,26,0,0
1,4,7,1,225,2021,1050000.0,8,0.526623756582797,23,2,1
1,1,2,1,157,2016,622000.0,8,0.9590403744880048,19,0,1
1,1,2,2,300,2018,730000.0,2,0.534815681685196,30,2,1
1,4,8,1,63,2019,950000.0,8,0.3744880046811,9,1,1
1,4,2,2,156,2017,357000.0,2,0.7577530719719133,19,0,1
1,4,8,1,63,2015,621000.0,2,0.3744880046811,9,1,1
1,4,8,2,63,2020,1125000.0,8,0.4271503803393798,9,2,0
1,1,7,1,107,2021,1639000.0,7,0.4095962551199531,14,2,0
1,1,7,1,73,2017,1215000.0,2,0.35166764189584565,10,1,0
1,4,2,1,90,2016,635000.0,7,0.4447045055588065,10,2,1
1,4,7,1,302,2022,1466000.0,7,0.5313048566413107,30,2,1
1,4,2,2,238,2021,500000.0,8,0.6284376828554709,26,0,1
1,4,2,0,238,2020,425000.0,6,0.6284376828554709,26,0,1
1,4,2,1,160,2019,500000.0,8,0.7080163838502048,19,0,1
1,4,2,2,66,2017,550000.0,8,0.4505558806319484,9,2,1
1,1,7,3,138,2013,490000.00000000006,8,0.06143943826799303,18,1,1
1,4,8,1,59,2014,300000.0,2,0.4447045055588065,9,2,1
1,1,2,1,179,2014,390000.0,8,0.8308952603861907,19,0,1
1,1,7,1,265,2021,1105000.0,2,0.6477472205968403,28,0,0
1,4,7,1,265,2018,725000.0,9,0.3510825043885313,28,1,1
1,4,8,2,163,2016,580000.0,8,0.5693387946167349,19,0,1
1,4,2,1,157,2017,659000.0,2,0.6085430076067876,19,0,0
1,4,2,1,238,2016,356000.0,2,0.8291398478642483,26,0,1
1,4,2,1,77,2016,480000.0,8,0.4622586307782329,10,2,1
1,4,4,1,243,2021,689000.0,2,0.526623756582797,26,2,1
1,4,2,1,300,2017,625000.0,8,0.30427150380339374,30,1,1
1,4,7,1,50,2018,802999.9999999999,9,0.3510825043885313,7,1,1
1,4,2,2,160,2017,516000.0,2,0.8332358104154475,19,0,1
1,1,8,1,163,2018,950000.0,8,1.0,19,0,1
1,1,7,2,147,2014,825000.0,8,0.23990637799882975,18,1,1
1,1,2,1,134,2017,375000.0,2,0.8379169104739613,18,0,1
1,4,2,0,154,2009,180000.0,6,0.5090696313633704,19,2,1
1,4,7,1,108,2022,900000.0,8,0.43300175541252195,14,2,1
1,4,2,1,155,2013,205000.0,2,0.6869514335868928,19,0,1
1,4,2,0,157,2021,710000.0,6,0.5857226448215332,19,0,1
1,4,8,1,180,2019,630000.0,8,0.5974253949678175,19,0,1
1,4,8,3,52,2009,155000.0,8,0.25160912814511416,7,1,1
1,4,8,2,63,2017,799000.0,8,0.3978935049736688,9,1,1
1,4,2,1,184,2022,630000.0,2,0.5570509069631363,19,2,1
1,4,2,1,273,2018,415000.00000000006,8,0.46869514335868934,28,2,1
1,4,2,3,273,2016,417000.0,8,0.7513165593914569,28,0,1
1,4,2,2,238,2016,334000.0,2,0.8291398478642483,26,0,1
1,4,7,1,107,2019,1029000.0,9,0.339379754242247,14,1,1
1,4,7,1,225,2021,711000.0,2,0.4534815681685197,23,2,1
1,4,7,2,265,2020,950000.0,2,0.3130485664131072,28,1,0
1,4,8,3,25,2008,140000.0,8,0.20421299005266236,3,1,1
1,4,7,1,69,2017,760000.0,8,0.38033937975424237,9,1,1
1,1,2,3,90,2012,300000.0,8,0.6377998829724986,10,0,1
1,1,7,1,50,2020,1080000.0,2,0.626097132826214,7,0,1
1,4,8,2,163,2016,650000.0,8,0.5693387946167349,19,0,1
1,4,2,1,157,2018,680000.0,2,0.5857226448215332,19,0,1
1,4,2,2,54,2020,515000.00000000006,8,0.4388531304856641,7,2,1
1,4,2,1,77,2019,520000.0,2,0.4622586307782329,10,2,1
1,4,2,1,238,2016,344000.0,7,0.8291398478642483,26,0,1
1,4,7,1,85,2021,923000.0,2,0.425394967817437,10,2,1
1,4,2,1,66,2017,662000.0,7,0.4681100058513751,9,2,0
1,4,8,2,197,2008,750000.0,8,0.043300175541252206,20,1,0
1,4,8,1,180,2017,637000.0,8,0.5974253949678175,19,0,0
1,1,7,1,50,2019,800000.0,8,0.7021650087770627,7,0,1
1,4,2,1,238,2021,454000.0,2,0.6284376828554709,26,0,1
1,1,7,2,101,2018,1184000.0,7,0.35693387946167354,13,1,1
1,1,7,1,183,2019,760000.0,8,0.7782328847279111,19,0,1
1,1,4,1,289,2013,1100000.0,8,0.11644236395552954,29,1,1
1,4,2,1,77,2019,545000.0,8,0.4622586307782329,10,2,1
1,4,8,2,249,2013,400000.0,8,0.19309537741369232,27,1,0
1,4,2,1,184,2010,255000.0,2,0.6313633703920422,19,0,1
1,1,2,1,244,2010,250000.0,8,0.4915155061439437,27,2,1
1,4,2,1,179,2022,750000.0,8,0.665886483323581,19,0,1
1,1,2,1,90,2019,700000.0,8,0.6752486834406085,10,0,1
1,4,8,1,63,2011,365000.0,8,0.339379754242247,9,1,1
1,4,8,1,63,2017,750000.0,8,0.3744880046811,9,1,1
1,4,2,3,74,2014,254000.0,8,0.5909888823873611,10,0,1
1,4,2,1,253,2022,925000.0,7,0.4388531304856641,28,2,0
1,4,2,1,157,2019,750000.0,2,0.5008777062609712,19,2,0
1,4,2,2,238,2016,326000.0,8,0.8291398478642483,26,0,1
1,4,2,2,77,2015,432000.0,2,0.4622586307782329,10,2,1
1,4,2,1,300,2021,950000.0,8,0.30427150380339374,30,1,1
1,4,2,3,160,2019,479000.0,9,0.7080163838502048,19,0,0
1,4,2,2,175,2009,230000.0,2,0.5909888823873611,19,0,1
1,4,2,1,39,2017,301000.0,2,0.684610883557636,5,0,1
1,1,2,1,179,2013,443000.0,2,0.6963136337039203,19,0,1
1,1,2,1,90,2014,440000.00000000006,2,0.6752486834406085,10,0,1
1,4,4,1,165,2013,660000.0,2,0.46869514335868934,19,2,1
1,4,2,1,154,2007,165000.0,2,0.5090696313633704,19,2,1
1,4,7,1,146,2022,1090000.0,2,0.3510825043885313,18,1,0
1,4,7,1,108,2021,1225000.0,2,0.4271503803393798,14,2,0
