City,ft,bt,Transmission,No_of_Owners,Car_Model,Model_Year,Car_Price,Insurance Validity,Mileage(kmpl)
Bangalore,Petrol,Sedan,Manual,2,Hyundai Verna,2016,667000.0,Comprehensive,17.01
Bangalore,Petrol,Hatchback,Manual,1,Maruti Baleno,2017,634000.0,Zero Dep,21.4
Bangalore,Petrol,Sedan,Manual,3,Maruti 1000,1998,4000000.0,Petrol,15
Bangalore,Petrol,Hatchback,Manual,2,Honda Jazz,2017,579000.0,Comprehensive,18.7
Bangalore,Petrol,Hatchback,Manual,1,Maruti Baleno,2018,509999.99999999994,Third Party insurance,21.4
Bangalore,Petrol,Hatchback,Manual,2,Maruti Swift,2018,634000.0,Third Party insurance,22.38
Bangalore,Petrol,Hatchback,Automatic,1,Hyundai Grand i10,2015,527000.0,Third Party,18.9
Bangalore,Petrol,SUV,Automatic,1,Hyundai Creta,2018,900000.0,Third Party insurance,13
Bangalore,Diesel,SUV,Manual,2,Jeep Compass,2018,1500000.0,Third Party insurance,17.1
Bangalore,Diesel,SUV,Automatic,1,Citroen C5 Aircross,2021,3000000.0,Comprehensive,18.6
Bangalore,Diesel,SUV,Automatic,1,Mahindra XUV700,2022,2750000.0,Third Party insurance,
Bangalore,Petrol,Hatchback,Manual,2,Hyundai Grand i10 Nios,2021,650000.0,Third Party insurance,20.7
Bangalore,Diesel,MUV,Manual,2,Toyota Innova,2012,965000.0,Third Party insurance,12.99
Bangalore,Petrol,SUV,Automatic,1,Volkswagen Tiguan,2022,3600000.0,Third Party insurance,12.65
Bangalore,Diesel,Sedan,Manual,4,Hyundai Verna,2013,400000.0,Third Party insurance,22.32
Bangalore,Petrol,Sedan,Manual,1,Fiat Linea,2009,300000.0,Third Party insurance,16
Bangalore,Diesel,Sedan,Automatic,1,BMW 3 Series GT,2018,3400000.0,Third Party insurance,21.76
Bangalore,Petrol,Hatchback,Manual,1,Hyundai i20,2020,982000.0,Zero Dep,20
Bangalore,Petrol,Hatchback,Automatic,1,Maruti Baleno,2017,674000.0,Comprehensive,21.4
Bangalore,Petrol,SUV,Manual,1,Tata Nexon,2021,810000.0,Third Party insurance,17.33
Bangalore,Petrol,Sedan,Manual,1,Maruti Ciaz,2020,792000.0,Comprehensive,20.65
Bangalore,Petrol,Hatchback,Automatic,2,Hyundai Grand i10,2016,513000.0,Comprehensive,18.9
Bangalore,Petrol,Sedan,Manual,1,Hyundai Verna,2010,360000.0,Third Party insurance,16.2
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2016,579000.0,Comprehensive,22.38
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2018,550000.0,Third Party insurance,22
Bangalore,Petrol,Hatchback,Manual,2,Hyundai Grand i10,2014,383000.0,Comprehensive,18.9
Bangalore,Petrol,Hatchback,Manual,1,Hyundai i20,2017,605000.0,Third Party insurance,18.6
Bangalore,Petrol,SUV,Manual,1,Mahindra XUV300,2019,985000.0,Third Party insurance,16.82
Bangalore,Petrol,Hatchback,Manual,2,Volkswagen Polo,2020,935000.0,Third Party,18.24
Bangalore,Petrol,Hatchback,Manual,2,Volkswagen Polo,2016,675000.0,Third Party insurance,16.47
Bangalore,Petrol,Hatchback,Manual,4,Maruti Zen,2004,135000.0,Third Party insurance,17.3
Bangalore,Petrol,SUV,Automatic,1,Tata Nexon,2022,1345000.0,Third Party,16.35
Bangalore,Diesel,MUV,Manual,1,Toyota Innova Crysta,2021,2365000.0,Comprehensive,12
Bangalore,Diesel,Sedan,Automatic,1,Mercedes-Benz C-Class,2017,3200000.0,Third Party insurance,19.27
Bangalore,Diesel,Hatchback,Manual,1,Maruti Baleno,2016,734000.0,Third Party insurance,27.39
Bangalore,Petrol,SUV,Manual,2,Honda WR-V,2017,701000.0,Third Party,17.5
Bangalore,Diesel,SUV,Manual,1,Renault Duster,2014,535000.0,Third Party insurance,20.46
Bangalore,Petrol,SUV,Manual,1,Honda WR-V,2017,789000.0,Comprehensive,17.5
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2015,548000.0,Comprehensive,22.38
Bangalore,Diesel,SUV,Manual,1,Mahindra Quanto,2012,350000.0,Comprehensive,17.21
Bangalore,Petrol,Hatchback,Manual,2,Maruti Celerio,2015,476999.99999999994,Comprehensive,25.24
Bangalore,Diesel,SUV,Automatic,1,Land Rover Freelander 2,2013,1525000.0,Comprehensive,12.35
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2014,515000.00000000006,Comprehensive,22.38
Bangalore,Petrol,Hatchback,Manual,2,Hyundai i20,2016,562000.0,Comprehensive,18.6
Bangalore,Petrol,Sedan,Manual,3,Volkswagen Vento,2010,345000.0,Third Party insurance,15.04
Bangalore,Diesel,Sedan,Manual,4,Hyundai Verna,2013,475000.0,Third Party insurance,22.32
Bangalore,Petrol,SUV,Manual,2,Nissan Magnite,2021,670000.0,Third Party insurance,18.75
Bangalore,Petrol,Hatchback,Automatic,1,Honda Jazz,2021,950000.0,Comprehensive,17.1
Bangalore,Petrol,Hatchback,Manual,2,Hyundai i20,2020,700000.0,Third Party insurance,18.6
Bangalore,Petrol,Sedan,Manual,1,OpelCorsa,2004,8000000.0,Third Party insurance,14.2
Bangalore,Petrol,SUV,Automatic,1,Mahindra Thar,2021,1500000.0,Third Party insurance,15.2
Bangalore,Diesel,Sedan,Manual,3,Chevrolet Cruze,2009,370000.0,Third Party insurance,18.3
Bangalore,Diesel,Sedan,Automatic,1,Mercedes-Benz C-Class,2017,3200000.0,Third Party insurance,19.27
Bangalore,Diesel,Hatchback,Manual,1,Hyundai i20,2015,550000.0,Third Party insurance,22.54
Bangalore,Petrol,Hatchback,Manual,2,Hyundai i20,2015,581000.0,Comprehensive,18.6
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2017,582000.0,Comprehensive,20.4
Bangalore,Petrol,Sedan,Manual,3,Honda City,2007,185000.0,Third Party insurance,17.7
Bangalore,Petrol,Hatchback,Manual,1,Hyundai Grand i10,2018,531000.0,Third Party,18.9
Bangalore,Petrol,Hatchback,Manual,1,Hyundai Grand i10,2017,558000.0,Comprehensive,18.9
Bangalore,Petrol,Hatchback,Manual,3,Hyundai Santro Xing,2006,155000.0,Third Party insurance,17
Bangalore,Petrol,Hatchback,Automatic,2,Hyundai Grand i10,2016,508000.0,Comprehensive,18.9
Bangalore,Diesel,SUV,Automatic,1,Toyota Fortuner,2015,2060000.0000000002,Third Party insurance,12.55
Bangalore,Petrol,Hatchback,Manual,1,Hyundai Grand i10,2017,542000.0,Third Party,18.9
Bangalore,Petrol,Hatchback,Manual,2,Maruti Swift,2015,501000.0,Comprehensive,22.38
Bangalore,Petrol,MUV,Manual,1,Maruti Ertiga,2018,875000.0,Third Party insurance,19.34
Bangalore,Diesel,SUV,Manual,1,Mahindra Scorpio,2020,1370000.0,Third Party insurance,
Bangalore,Petrol,Minivans,Manual,1,Maruti Eeco,2018,484999.99999999994,Comprehensive,16.11
Bangalore,Petrol,Hatchback,Manual,3,Hyundai i10,2010,300000.0,Third Party insurance,20.36
Bangalore,Diesel,Sedan,Manual,3,Chevrolet Cruze,2009,350000.0,Third Party insurance,18.3
Bangalore,Diesel,SUV,Automatic,1,Citroen C5 Aircross,2021,3250000.0,Third Party insurance,18.6
Bangalore,Petrol,Sedan,Manual,2,Ford Ikon,2004,5500000.0,Third Party insurance,14.2
Bangalore,Petrol,Hatchback,Automatic,1,Hyundai Grand i10,2018,630000.0,Third Party insurance,18.9
Bangalore,Diesel,SUV,Automatic,1,Tata New Safari,2022,2475000.0,Third Party insurance,14.08
Bangalore,Petrol,Hatchback,Manual,1,Hyundai i20,2012,417000.0,Third Party insurance,18.5
Bangalore,Petrol,Hatchback,Automatic,2,Maruti Baleno,2016,631000.0,Comprehensive,21.4
Bangalore,Diesel,MUV,Manual,2,Mahindra Xylo,2012,465000.00000000006,Comprehensive,14
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2016,544000.0,Third Party insurance,22.38
Bangalore,Petrol,Hatchback,Manual,2,Maruti Baleno,2016,704000.0,Third Party insurance,21.4
Bangalore,Diesel,Sedan,Automatic,1,BMW 5 Series,2014,1975000.0,Comprehensive,18.12
Bangalore,Petrol,Hatchback,Manual,1,Honda Brio,2015,359000.0,Comprehensive,19.4
Bangalore,Petrol,Sedan,Automatic,2,Honda City,2013,520000.0,Third Party insurance,16.8
Bangalore,Petrol,Hatchback,Manual,3,Maruti Wagon R,2015,335000.0,Comprehensive,20.51
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2021,766000.0,Third Party,22.38
Bangalore,Petrol,Hatchback,Manual,1,Maruti Celerio,2015,350000.0,Third Party insurance,23.1
Bangalore,Diesel,Sedan,Manual,3,Tata Zest,2018,480000.0,Third Party insurance,20.65
Bangalore,Diesel,SUV,Manual,2,Mahindra Thar,2017,822000.0000000001,Third Party insurance,18.06
Bangalore,Petrol,Sedan,Manual,4,Fiat Linea,2009,190000.0,Third Party insurance,16
Bangalore,Petrol,Sedan,Automatic,3,Honda New Accord,2008,600000.0,Third Party insurance,11.7
Bangalore,Diesel,SUV,Manual,1,Mahindra XUV300,2022,994999.9999999999,Third Party insurance,20.1
Bangalore,Petrol,Hatchback,Manual,3,Maruti Omni,2001,120000.0,Petrol,14
Bangalore,Diesel,SUV,Manual,2,Nissan Terrano,2013,575000.0,Third Party insurance,19.01
Bangalore,Diesel,SUV,Automatic,2,Mercedes-Benz GLC,2018,3795000.0000000005,Comprehensive,17.9
Bangalore,Petrol,Hatchback,Manual,2,Maruti Alto 800,2014,260000.0,Third Party insurance,22.74
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2015,539000.0,Comprehensive,22.38
Bangalore,Petrol,Sedan,Automatic,2,Hyundai Verna,2018,1006000.0,Zero Dep,17
Bangalore,Petrol,Sedan,Automatic,1,Mercedes-Benz A-Class Limousine,2022,3900000.0,Third Party insurance,
Bangalore,Diesel,Sedan,Manual,1,Maruti Ciaz,2018,796000.0,Third Party,28.09
Bangalore,Petrol,Hatchback,Manual,1,Hyundai i20,2015,636000.0,Zero Dep,18.6
Bangalore,Diesel,SUV,Manual,1,Skoda Yeti,2015,1400000.0,Third Party insurance,17.67
Bangalore,Petrol,Hatchback,Manual,2,Maruti Baleno,2016,615000.0,Comprehensive,21.4
Bangalore,Cng,Minivans,Manual,1,Maruti Eeco,2021,500000.0,Third Party insurance,20.88
Bangalore,Petrol,Hatchback,Manual,1,Tata Tiago,2021,718000.0,Third Party,19.01
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2012,436000.00000000006,Third Party,22.38
Bangalore,Petrol,Hatchback,Manual,2,Maruti Alto K10,2015,280000.0,Third Party insurance,23.95
Bangalore,Petrol,MUV,Automatic,1,Renault Triber,2022,780000.0,Third Party insurance,18.2
Bangalore,Diesel,SUV,Automatic,2,Mahindra XUV500,2016,900000.0,Third Party insurance,16
Bangalore,Cng,MUV,Manual,1,Maruti Ertiga,2022,1300000.0,Third Party insurance,26.11
Bangalore,Cng,Sedan,Manual,2,Maruti SX4,2014,300000.0,Third Party insurance,22.1
Bangalore,Petrol,Sedan,Automatic,1,Jaguar XE,2019,3675000.0,Comprehensive,13.5
Bangalore,Petrol,Sedan,Manual,1,Maruti Swift Dzire,2020,670000.0,Third Party insurance,21.21
Bangalore,Petrol,Hatchback,Manual,1,Maruti Baleno,2020,900000.0,Third Party insurance,21.01
Bangalore,Petrol,Hatchback,Manual,1,Maruti Baleno,2016,600000.0,Third Party insurance,21.4
Bangalore,Petrol,Hatchback,Manual,4,Chevrolet Spark,2008,110000.00000000001,Third Party insurance,18
Bangalore,Petrol,Hatchback,Manual,1,Hyundai i20,2016,605000.0,Third Party insurance,18.6
Bangalore,Petrol,Hatchback,Manual,1,Hyundai Grand i10,2017,559000.0,Zero Dep,18.9
Bangalore,Diesel,Hatchback,Manual,3,Volkswagen Polo,2012,268000.0,Third Party insurance,22.07
Bangalore,Petrol,Sedan,Manual,1,Maruti Ciaz,2020,780000.0,Comprehensive,20.65
Bangalore,Petrol,SUV,Manual,2,Hyundai Creta,2016,864000.0,Comprehensive,13
Bangalore,Petrol,Hatchback,Manual,1,Hyundai Santro Xing,2009,240000.0,Third Party insurance,17.92
Bangalore,Petrol,Hatchback,Manual,1,Honda Brio,2012,341000.0,Comprehensive,19.4
Bangalore,Petrol,Hatchback,Manual,1,Hyundai Santro Xing,2009,240000.0,Third Party insurance,17.92
Bangalore,Petrol,Hatchback,Manual,1,Hyundai Santro,2021,513000.0,Zero Dep,20.3
Bangalore,Petrol,Hatchback,Manual,1,Maruti Ignis,2021,661000.0,Third Party,20.89
Bangalore,Diesel,MUV,Manual,2,Maruti Ertiga,2017,800000.0,Third Party insurance,24.52
Bangalore,Diesel,Hatchback,Manual,2,Maruti Swift,2015,520000.0,Third Party insurance,25.2
Bangalore,Petrol,Sedan,Automatic,1,Honda City,2014,600000.0,Comprehensive,18
Bangalore,Diesel,Hatchback,Manual,2,Maruti Ritz,2011,300000.0,Third Party insurance,21.1
Bangalore,Diesel,SUV,Automatic,1,Ford Endeavour,2020,3750000.0,Comprehensive,10.91
Bangalore,Petrol,Hatchback,Automatic,1,Hyundai i20 N Line,2021,1295000.0,Comprehensive,20.25
Bangalore,Petrol,Sedan,Manual,2,Honda City,2014,630000.0,Third Party insurance,17.4
Bangalore,Diesel,MUV,Manual,3,Chevrolet Tavera,2016,475000.0,Third Party insurance,13.58
Bangalore,Petrol,Hatchback,Manual,2,Hyundai i10,2011,275000.0,Third Party insurance,20.36
Bangalore,Petrol,Hatchback,Automatic,4,Honda Jazz,2016,575000.0,Comprehensive,19
Bangalore,Petrol,Hatchback,Manual,1,Honda Brio,2012,338000.0,Third Party,19.4
Bangalore,Petrol,Hatchback,Manual,2,Honda Jazz,2018,604000.0,Comprehensive,18.7
Bangalore,Petrol,SUV,Automatic,1,BMW X7,2022,130000.0,Third Party insurance,10.54
Bangalore,Diesel,Sedan,Manual,3,Maruti Swift Dzire,2010,327000.0,Third Party insurance,19.3
Bangalore,Petrol,Hatchback,Automatic,1,Maruti Baleno,2016,621000.0,Third Party,21.4
Bangalore,Diesel,Hatchback,Manual,3,Tata Indica V2,2017,240000.0,Third Party insurance,25
Bangalore,Petrol,Hatchback,Manual,1,Hyundai Grand i10,2018,621000.0,Zero Dep,18.9
Bangalore,Petrol,Sedan,Manual,2,Mahindra Renault Logan,2007,140000.0,Third Party insurance,15.7
Bangalore,Petrol,Hatchback,Automatic,2,Maruti Baleno,2017,708000.0,Zero Dep,21.4
Bangalore,Petrol,Hatchback,Manual,2,Maruti Celerio,2018,443000.0,Third Party,25.24
Bangalore,Petrol,Sedan,Manual,4,Honda City,2006,180000.0,Third Party insurance,17.7
Bangalore,Diesel,SUV,Manual,1,Renault Duster,2016,700000.0,Comprehensive,19.01
Bangalore,Diesel,SUV,Manual,1,MG Hector,2020,1800000.0,Third Party insurance,17.41
Bangalore,Petrol,Sedan,Automatic,1,Honda City,2021,1450000.0,Third Party insurance,18.3
Bangalore,Petrol,Sedan,Manual,2,Volkswagen Ameo,2016,520000.0,Third Party insurance,17
Bangalore,Petrol,Hatchback,Manual,2,Tata Tiago,2018,470000.0,Third Party insurance,23.84
Bangalore,Diesel,SUV,Manual,1,Renault Duster,2016,600000.0,Third Party insurance,19.64
Bangalore,Diesel,SUV,Automatic,2,Audi Q3,2016,1850000.0,Third Party insurance,15.17
Bangalore,Electric,Hatchback,Automatic,2,Mahindra e2o Plus,2017,459999.99999999994,Third Party insurance,140
Bangalore,Petrol,Sedan,Manual,2,OpelCorsa,2003,7500000.0,Third Party insurance,13.8
Bangalore,Petrol,Hatchback,Manual,2,Maruti Baleno,2017,649000.0,Third Party,21.4
Bangalore,Diesel,Hatchback,Manual,2,Hyundai i20,2017,657000.0,Zero Dep,22.54
Bangalore,Diesel,Hatchback,Manual,2,Volkswagen Polo,2012,420000.0,Third Party insurance,22.07
Bangalore,Diesel,Hatchback,Manual,2,Maruti Swift,2015,629000.0,Third Party insurance,25.2
Bangalore,Petrol,Hatchback,Manual,2,Honda Brio,2012,322000.0,Third Party insurance,19.4
Bangalore,Petrol,Hatchback,Manual,2,Maruti Baleno,2016,620000.0,Third Party insurance,21.4
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2013,434999.99999999994,Third Party,22.38
Bangalore,Diesel,MUV,Manual,4,Toyota Innova,2012,960000.0,Third Party insurance,12.99
Bangalore,Petrol,Hatchback,Manual,1,Maruti Ritz,2010,317000.0,Comprehensive,18.5
Bangalore,Petrol,Hatchback,Manual,2,Hyundai Grand i10,2017,574000.0,Comprehensive,18.9
Bangalore,Petrol,Hatchback,Manual,1,Citroen C3,2022,780000.0,Third Party insurance,19.3
Bangalore,Petrol,Hatchback,Manual,1,Honda Jazz,2018,800000.0,Third Party insurance,18.7
Bangalore,Petrol,Sedan,Manual,1,Honda City,2020,925000.0,Third Party insurance,18.6
Bangalore,Petrol,Sedan,Manual,1,Maruti Ciaz,2017,775000.0,Third Party insurance,20.73
Bangalore,Petrol,Hatchback,Manual,2,Tata Nano,2011,7000000.0,Third Party insurance,26
Bangalore,Diesel,SUV,Manual,2,Renault Duster,2014,500000.0,Third Party insurance,19.01
Bangalore,Diesel,Sedan,Manual,2,Maruti Swift Dzire,2009,350000.0,Third Party insurance,19.3
Bangalore,Diesel,MUV,Manual,2,Toyota Innova,2012,1125000.0,Third Party insurance,12.99
Bangalore,Petrol,Sedan,Automatic,2,Honda Amaze,2020,830000.0000000001,Third Party insurance,18.3
Bangalore,Diesel,SUV,Automatic,1,Kia Seltos,2020,1475000.0,Third Party,17.8
Bangalore,Diesel,SUV,Manual,2,Mahindra XUV500,2014,834000.0,Comprehensive,15.1
Bangalore,Petrol,Sedan,Manual,1,Maruti Ciaz,2016,674000.0,Comprehensive,20.73
Bangalore,Petrol,Sedan,Manual,4,OpelCorsa,2004,6500000.0,Third Party insurance,14.2
Bangalore,Petrol,Hatchback,Manual,2,Hyundai Grand i10,2019,547000.0,Zero Dep,18.9
Bangalore,Petrol,Hatchback,Manual,3,Maruti Swift,2012,413000.0,Third Party insurance,22.38
Bangalore,Diesel,MUV,Manual,1,Toyota Innova Crysta,2018,2325000.0,Comprehensive,13.68
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2021,709000.0,Zero Dep,22.38
Bangalore,Diesel,MUV,Automatic,2,Toyota Innova Crysta,2018,2295000.0,Comprehensive,11.36
Bangalore,Petrol,Hatchback,Manual,2,Honda Jazz,2017,528000.0,Comprehensive,18.7
Bangalore,Diesel,SUV,Manual,1,Renault Duster,2014,691000.0,Comprehensive,20.45
Bangalore,Petrol,Sedan,Automatic,1,Skoda Rapid,2020,1145000.0,Comprehensive,16.24
Bangalore,Petrol,Hatchback,Manual,1,Volkswagen Polo,2021,855000.0000000001,Third Party,
Bangalore,Petrol,Hatchback,Automatic,1,Maruti Swift,2021,800000.0,Third Party insurance,21.21
Bangalore,Petrol,Sedan,Manual,1,Ford Aspire,2017,550000.0,Comprehensive,18.16
Bangalore,Petrol,Hatchback,Manual,2,Hyundai i20,2012,400000.0,Third Party insurance,18.5
Bangalore,Diesel,Hatchback,Manual,1,Tata Indica V2,2012,130000.0,Third Party insurance,25
Bangalore,Diesel,Sedan,Manual,4,Hyundai Verna,2012,375000.0,Third Party insurance,22.32
Bangalore,Petrol,Sedan,Manual,1,Maruti Swift Dzire,2020,650000.0,Third Party insurance,21.21
Bangalore,Petrol,SUV,Automatic,1,Jeep Compass,2021,2550000.0,Third Party insurance,14.1
Bangalore,Diesel,SUV,Manual,1,Kia Sonet,2021,1300000.0,Third Party insurance,
Bangalore,Petrol,Hatchback,Manual,1,Maruti Baleno,2016,609000.0,Zero Dep,21.4
Bangalore,Diesel,Sedan,Automatic,1,Maruti Swift Dzire,2017,678000.0,Zero Dep,26.59
Bangalore,Diesel,Sedan,Manual,4,Volkswagen Vento,2011,375000.0,Third Party insurance,20.54
Bangalore,Diesel,Hatchback,Manual,1,Maruti Swift,2012,449000.0,Third Party,22.9
Bangalore,Diesel,Hatchback,Manual,2,Maruti Swift,2015,552000.0,Comprehensive,25.2
Bangalore,Diesel,SUV,Manual,1,Mahindra XUV500,2015,925000.0,Third Party insurance,15.1
Bangalore,Petrol,Sedan,Manual,2,Ford Ikon,2004,5600000.0,Third Party insurance,14.2
Bangalore,Petrol,Hatchback,Manual,1,Maruti Swift,2013,426000.0,Comprehensive,22.38
Bangalore,Diesel,Hatchback,Manual,2,Hyundai i20,2015,607000.0,Third Party insurance,22.54
Bangalore,Petrol,Sedan,Manual,2,Ford Ikon,2004,5600000.0,Third Party insurance,14.2
Bangalore,Diesel,SUV,Manual,1,Mahindra Bolero Power Plus,2018,844999.9999999999,Comprehensive,16.5
Bangalore,Petrol,SUV,Automatic,2,MG Hector,2020,1650000.0,Comprehensive,
Bangalore,Diesel,Hatchback,Manual,3,Ford Figo,2012,240000.0,Third Party insurance,20
Bangalore,Petrol,Hatchback,Automatic,1,Maruti Wagon R,2022,680000.0,Third Party insurance,20.52
Bangalore,Diesel,MUV,Manual,2,Toyota Innova,2006,500000.0,Third Party insurance,12.8
Bangalore,Petrol,Sedan,Manual,2,Tata Manza,2011,250000.0,Third Party insurance,13.7
Bangalore,Petrol,Hatchback,Manual,1,Maruti Baleno,2018,720000.0,Third Party insurance,21.4
Bangalore,Petrol,Hatchback,Manual,4,Tata Nano,2011,6000000.0,Third Party insurance,26
Bangalore,Petrol,Sedan,Automatic,5,Skoda Superb,2010,357000.0,Third Party insurance,12.6
Bangalore,Petrol,Sedan,Manual,1,Maruti Ciaz,2018,798000.0,Third Party insurance,21.56
Bangalore,Diesel,SUV,Manual,2,Renault Captur,2018,858000.0,Zero Dep,20.37
Bangalore,Petrol,Sedan,Manual,3,Maruti Esteem,2004,8000000.0,Third Party insurance,15.9
Bangalore,Petrol,Hatchback,Manual,1,Hyundai i20,2016,608000.0,Zero Dep,18.6
Bangalore,Petrol,Sedan,Manual,2,Honda City,2015,698000.0,Comprehensive,17.4
Bangalore,Diesel,MUV,Manual,2,Tata Hexa,2018,1250000.0,Third Party insurance,17.6
Bangalore,Diesel,SUV,Manual,2,Maruti SX4 S Cross,2016,751000.0,Third Party insurance,23.65
Bangalore,Petrol,Hatchback,Automatic,2,Honda Brio,2015,535000.0,Comprehensive,16.5
Bangalore,Petrol,Sedan,Automatic,1,Hyundai Verna,2017,1035000.0,Zero Dep,17
Bangalore,Petrol,Hatchback,Manual,1,Hyundai i10,2013,328000.0,Comprehensive,19.81
Bangalore,Petrol,Hatchback,Automatic,1,Hyundai Grand i10 Nios,2021,725000.0,Third Party insurance,20.7
Bangalore,Petrol,Sedan,Manual,1,Hyundai Verna,2017,740000.0,Comprehensive,17.01
Bangalore,Diesel,MUV,Manual,1,Toyota Innova,2012,875000.0,Third Party insurance,12.99
Bangalore,Petrol,Hatchback,Manual,2,Nissan Micra Active,2015,480000.0,Third Party insurance,19.69
Bangalore,Diesel,Sedan,Manual,2,Mitsubishi Lancer,2001,7600000.0,Diesel,14.8
Bangalore,Petrol,Sedan,Manual,1,Ford Fiesta,2010,190000.0,Third Party insurance,15.3
Bangalore,Petrol,Hatchback,Manual,4,Hyundai i10,2010,210000.0,Third Party insurance,19.81
Bangalore,Diesel,Hatchback,Manual,1,Maruti Swift,2014,480000.0,Third Party insurance,25.2
Bangalore,Diesel,Sedan,Manual,2,Hyundai Verna,2012,380000.0,Third Party insurance,22.32
Bangalore,Petrol,SUV,Manual,1,Tata Nexon,2022,1280000.0,Third Party insurance,17.57
Bangalore,Petrol,SUV,Automatic,1,Ford Ecosport,2016,770000.0,Comprehensive,15.63
Bangalore,Petrol,Hatchback,Automatic,1,Maruti Swift,2018,599000.0,Third Party insurance,22.56
Bangalore,Diesel,SUV,Automatic,5,Mahindra XUV500,2016,800000.0,Third Party insurance,16
Bangalore,Petrol,Hatchback,Manual,3,Hyundai Santro Xing,2011,231999.99999999997,Comprehensive,17.92
Bangalore,Petrol,Sedan,Manual,2,Hyundai Verna,2013,525000.0,Comprehensive,17.01
Bangalore,Petrol,Sedan,Manual,1,Honda City,2020,950000.0,Third Party insurance,17.4
Bangalore,Petrol,Sedan,Manual,2,Skoda Rapid,2017,635000.0,Third Party insurance,15.41
Bangalore,Diesel,Hatchback,Manual,2,Volkswagen Polo,2012,400000.0,Third Party insurance,22.07
Bangalore,Petrol,SUV,Manual,1,Hyundai Creta,2017,966000.0,Comprehensive,13
Bangalore,Diesel,SUV,Manual,1,Ford Ecosport,2017,781000.0,Comprehensive,22.77
Bangalore,Diesel,SUV,Automatic,2,BMW X3,2016,2800000.0,Third Party insurance,18.56
Bangalore,Petrol,Sedan,Manual,2,Skoda Superb,2012,385000.0,Third Party insurance,13.7
Bangalore,Diesel,SUV,Manual,4,Mahindra XUV500,2012,600000.0,Third Party insurance,15.1
Bangalore,Diesel,SUV,Manual,2,Mahindra TUV 300,2016,600000.0,Third Party insurance,18.49
Bangalore,Petrol,Sedan,Manual,2,Skoda Superb,2012,365000.0,Third Party insurance,13.7
Bangalore,Diesel,Pickup Trucks,Manual,1,Mahindra Bolero Camper,2019,749000.0,Third Party insurance,
Bangalore,Diesel,Hatchback,Manual,1,Fiat Punto,2014,350000.0,Third Party insurance,20.3
Bangalore,Petrol,SUV,Automatic,1,Hyundai Alcazar,2022,2350000.0,Third Party insurance,14.2
Bangalore,Petrol,Hatchback,Manual,1,Hyundai i20,2020,700000.0,Third Party insurance,18.6
Bangalore,Petrol,Hatchback,Manual,2,Hyundai EON,2012,229999.99999999997,Third Party insurance,21.1
Bangalore,Petrol,SUV,Manual,1,Honda WR-V,2018,875000.0,Comprehensive,17.5
Bangalore,Petrol,SUV,Manual,1,Hyundai Creta,2017,925000.0,Comprehensive,15.29
Bangalore,Petrol,Hatchback,Manual,1,Hyundai i20,2020,700000.0,Third Party insurance,18.6
Bangalore,Petrol,SUV,Manual,2,Hyundai Creta,2016,930000.0000000001,Comprehensive,13
Bangalore,Petrol,SUV,Manual,2,Hyundai Creta,2016,898000.0,Comprehensive,13
Bangalore,Diesel,Sedan,Automatic,2,Mercedes-Benz CLA,2017,2395000.0,Comprehensive,17.9
Bangalore,Petrol,Hatchback,Manual,1,Maruti S-Presso,2020,449000.0,Third Party insurance,21.7
Bangalore,Diesel,SUV,Automatic,1,Hyundai Creta,2018,1485000.0,Comprehensive,17.01
Bangalore,Petrol,Hatchback,Manual,2,Honda Brio,2012,335000.0,Comprehensive,19.4
Bangalore,Petrol,SUV,Manual,1,Honda WR-V,2017,825000.0,Comprehensive,17.5
Bangalore,Petrol,Hatchback,Automatic,1,Toyota Glanza,2021,935000.0,Third Party,19.56
Bangalore,Diesel,Sedan,Automatic,1,BMW 3 Series GT,2018,3825000.0,Third Party insurance,21.76
Bangalore,Petrol,SUV,Automatic,1,Hyundai Alcazar,2022,2350000.0,Third Party insurance,14.2
Bangalore,Petrol,SUV,Automatic,1,Volkswagen T-Roc,2020,2500000.0,Third Party insurance,18.4
Bangalore,Petrol,SUV,Manual,1,Kia Seltos,2022,1540000.0,Third Party insurance,16.8
Bangalore,Diesel,SUV,Automatic,2,Hyundai Creta,2019,1290000.0,Third Party insurance,17.6
Bangalore,Diesel,Sedan,Manual,3,Hyundai Elantra,2007,5000000.0,Third Party insurance,14.9
Bangalore,Petrol,SUV,Manual,2,Kia Sonet,2021,1025000.0,Third Party insurance,18.2
Bangalore,Diesel,Sedan,Manual,3,Honda City,2016,600000.0,Third Party insurance,26
Bangalore,Petrol,Minivans,Manual,1,Maruti Eeco,2020,434999.99999999994,Third Party insurance,16.11
Bangalore,Petrol,SUV,Manual,2,Honda WR-V,2017,808000.0,Third Party insurance,17.5
