City,ft,bt,Transmission,No_of_Owners,Car_Model,Model_Year,Car_Price,Insurance Validity,Mileage(kmpl)
Delhi,Diesel,SUV,Manual,1,Mahindra Thar,2022,1575000.0,Third Party insurance,15.2
Delhi,Diesel,SUV,Automatic,1,Mercedes-Benz GLC,2020,4995000.0,Comprehensive,
Delhi,Petrol,Hatchback,Manual,1,Maruti Swift,2013,360000.0,Comprehensive,22.38
Delhi,Petrol,Sedan,Manual,3,Hyundai Verna,2014,360000.0,Third Party insurance,17.01
Delhi,Petrol,Hatchback,Manual,2,Nissan Micra,2015,344000.0,Comprehensive,18.06
Delhi,Petrol,Sedan,Automatic,1,Mercedes-Benz C-Class,2018,3565000.0,Comprehensive,14.74
Delhi,Diesel,Sedan,Manual,1,Maruti Ciaz,2017,600000.0,Third Party insurance,28.09
Delhi,Petrol,Sedan,Manual,2,Honda Amaze,2015,340000.0,Third Party insurance,18
Delhi,Petrol,Hatchback,Automatic,2,Volkswagen Polo,2016,675000.0,Third Party insurance,17.21
Delhi,Petrol,Sedan,Automatic,2,BMW 3 Series GT,2020,4375000.0,Comprehensive,15.34
Delhi,Petrol,Hatchback,Manual,2,Maruti Alto 800,2016,294000.0,Comprehensive,22.05
Delhi,Petrol,Sedan,Manual,1,Honda City,2013,375000.0,Third Party insurance,16.8
Delhi,Petrol,Sedan,Automatic,2,Maruti Swift Dzire,2021,801000.0,Comprehensive,22.61
Delhi,Diesel,SUV,Automatic,1,Jeep Compass,2022,2900000.0,Third Party insurance,14.9
Delhi,Diesel,SUV,Automatic,2,Hyundai Creta,2017,800000.0,Third Party insurance,17.01
Delhi,Cng,Hatchback,Manual,1,Maruti Wagon R,2015,313000.0,Comprehensive,33.54
Delhi,Petrol,SUV,Manual,1,Honda WR-V,2017,509999.99999999994,Third Party insurance,17.5
Delhi,Diesel,SUV,Automatic,2,Audi Q3,2014,1125000.0,Third Party insurance,15.73
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2016,455000.0,Comprehensive,21.4
Delhi,Petrol,Sedan,Manual,1,Honda City,2011,300000.0,Third Party insurance,17
Delhi,Petrol,SUV,Automatic,1,Ford Ecosport,2017,725000.0,Comprehensive,14.7
Delhi,Diesel,MUV,Automatic,1,Toyota Innova Crysta,2021,2325000.0,Third Party insurance,12
Delhi,Diesel,Hatchback,Manual,1,Ford Figo,2019,515000.00000000006,Comprehensive,25.83
Delhi,Petrol,Sedan,Automatic,1,Audi A4,2021,4000000.0,Comprehensive,17.42
Delhi,Petrol,Hatchback,Manual,1,Renault KWID,2020,418000.0,Comprehensive,21.74
Delhi,Diesel,SUV,Automatic,1,Land Rover Range Rover Evoque,2022,7600000.0,Comprehensive,
Delhi,Petrol,Hatchback,Manual,1,Hyundai i10,2009,200000.0,Third Party insurance,20.36
Delhi,Petrol,Sedan,Automatic,1,Maruti Swift Dzire,2017,685000.0,Comprehensive,21.21
Delhi,Petrol,SUV,Automatic,1,Mercedes-Benz GLC,2019,3600000.0,Third Party insurance,11.5
Delhi,Petrol,Hatchback,Manual,1,Maruti Alto 800,2018,289000.0,Comprehensive,22.05
Delhi,Petrol,Sedan,Manual,2,Volkswagen Ameo,2018,610000.0,Third Party,19.44
Delhi,Diesel,SUV,Automatic,1,Hyundai Creta,2019,1400000.0,Comprehensive,17.01
Delhi,Petrol,Sedan,Manual,1,Honda Amaze,2014,323000.0,Comprehensive,18
Delhi,Diesel,SUV,Automatic,1,Mercedes-Benz GLE,2023,9500000.0,Comprehensive,
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2017,525000.0,Comprehensive,21.01
Delhi,Diesel,SUV,Manual,1,Honda WR-V,2018,725000.0,Comprehensive,25.5
Delhi,Diesel,Hatchback,Manual,1,Hyundai i20,2015,425000.0,Comprehensive,22.54
Delhi,Diesel,SUV,Manual,1,Ford Ecosport,2014,350000.0,Comprehensive,22.7
Delhi,Petrol,Hatchback,Automatic,1,Renault KWID,2017,325000.0,Comprehensive,24.04
Delhi,Petrol,Sedan,Automatic,1,Honda City,2016,675000.0,Comprehensive,18
Delhi,Petrol,Sedan,Manual,2,Volkswagen Jetta,2013,415000.00000000006,Comprehensive,14.69
Delhi,Diesel,Sedan,Automatic,1,Volvo S90,2018,3875000.0,Third Party insurance,18
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2017,589000.0,Comprehensive,21.4
Delhi,Diesel,SUV,Manual,1,Maruti Vitara Brezza,2017,650000.0,Comprehensive,24.3
Delhi,Petrol,MUV,Manual,1,Maruti XL6,2020,1027000.0,Third Party insurance,19.01
Delhi,Petrol,Hatchback,Manual,1,Maruti Wagon R,2017,375000.0,Third Party insurance,18.9
Delhi,Diesel,SUV,Manual,1,Mahindra XUV500,2019,1300000.0,Third Party insurance,15.1
Delhi,Petrol,Sedan,Manual,2,Hyundai Verna,2015,902999.9999999999,Comprehensive,17.01
Delhi,Cng,Hatchback,Manual,1,Maruti Celerio,2018,350000.0,Third Party insurance,31.79
Delhi,Diesel,SUV,Automatic,1,Toyota Fortuner,2018,2850000.0,Third Party insurance,12.9
Delhi,Petrol,Hatchback,Manual,1,Hyundai i20,2021,903999.9999999999,Zero Dep,21
Delhi,Petrol,SUV,Manual,1,Toyota Urban cruiser,2022,950000.0,Third Party insurance,17.03
Delhi,Petrol,Sedan,Automatic,1,Honda City,2017,949000.0,Comprehensive,18
Delhi,Petrol,Sedan,Automatic,1,Skoda Superb,2022,3900000.0,Comprehensive,15.1
Delhi,Diesel,Sedan,Automatic,1,Mercedes-Benz E-Class,2022,7400000.0,Comprehensive,16.1
Delhi,Diesel,SUV,Automatic,2,Hyundai Creta,2018,1099000.0,Comprehensive,17.01
Delhi,Petrol,SUV,Manual,1,Hyundai Creta,2022,1511000.0,Comprehensive,
Delhi,Petrol,Convertibles,Automatic,1,Mercedes-Benz SLC,2017,6475000.0,Third Party insurance,19
Delhi,Diesel,SUV,Automatic,1,Mercedes-Benz GLE,2022,9200000.0,Comprehensive,
Delhi,Petrol,Sedan,Automatic,1,Mercedes-Benz A-Class Limousine,2021,4000000.0,Comprehensive,
Delhi,Petrol,Sedan,Automatic,1,Mercedes-Benz C-Class,2020,4250000.0,Third Party insurance,11.9
Delhi,Petrol,Hatchback,Manual,1,Maruti Swift,2017,422000.0,Third Party insurance,22.38
Delhi,Petrol,Hatchback,Automatic,1,Maruti Baleno,2019,678000.0,Zero Dep,21.4
Delhi,Petrol,Hatchback,Manual,1,Hyundai EON,2018,300000.0,Comprehensive,20.3
Delhi,Cng,Hatchback,Manual,1,Maruti Alto 800,2022,496000.0,Zero Dep,31.59
Delhi,Petrol,Hatchback,Automatic,1,Honda Jazz,2015,463000.0,Third Party,19
Delhi,Petrol,Sedan,Manual,1,Honda City,2013,455000.0,Third Party insurance,16.8
Delhi,Petrol,Hatchback,Automatic,1,Tata Tiago,2020,751000.0,Third Party,23.84
Delhi,Petrol,Sedan,Automatic,1,Maruti Ciaz,2017,775000.0,Comprehensive,19.12
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2019,678000.0,Zero Dep,21.4
Delhi,Petrol,SUV,Manual,1,Ford Ecosport,2017,550000.0,Comprehensive,15.9
Delhi,Petrol,Sedan,Manual,1,Maruti Swift Dzire,2014,390000.0,Comprehensive,19.1
Delhi,Petrol,Hatchback,Manual,1,Maruti Swift,2015,395000.0,Comprehensive,21.21
Delhi,Petrol,Hatchback,Manual,1,Renault KWID,2017,295000.0,Comprehensive,23.01
Delhi,Petrol,Hatchback,Manual,1,Volkswagen Polo,2017,599000.0,Comprehensive,16.2
Delhi,Petrol,SUV,Automatic,1,MG Hector Plus,2020,1748999.9999999998,Comprehensive,11.67
Delhi,Petrol,Hatchback,Automatic,1,Maruti Wagon R,2019,399000.0,Comprehensive,20.51
Delhi,Diesel,Sedan,Manual,1,Ford Aspire,2018,449000.0,Comprehensive,25.83
Delhi,Petrol,Hatchback,Manual,1,Maruti Alto K10,2018,300000.0,Comprehensive,23.95
Delhi,Petrol,Hatchback,Manual,2,Maruti Ignis,2017,449000.0,Comprehensive,20.89
Delhi,Petrol,Hatchback,Manual,1,Maruti Wagon R,2014,295000.0,Comprehensive,21.79
Delhi,Petrol,Sedan,Automatic,1,Maruti Swift Dzire,2018,649000.0,Zero Dep,21.21
Delhi,Petrol,Hatchback,Manual,1,Hyundai i10,2013,274000.0,Third Party,20.36
Delhi,Petrol,Hatchback,Manual,1,Maruti Alto 800,2019,375000.0,Comprehensive,24.7
Delhi,Petrol,Sedan,Automatic,1,Honda City,2017,801000.0,Comprehensive,18
Delhi,Diesel,Sedan,Manual,1,Honda Amaze,2018,591000.0,Zero Dep,25.8
Delhi,Petrol,Hatchback,Manual,1,Maruti Swift,2017,434000.0,Third Party,20.4
Delhi,Diesel,Sedan,Manual,1,Maruti Ciaz,2017,699000.0,Comprehensive,28.09
Delhi,Petrol,Hatchback,Manual,1,Maruti Wagon R,2013,271000.0,Third Party,18.9
Delhi,Petrol,Hatchback,Manual,1,Maruti Wagon R,2022,555000.0,Comprehensive,21.5
Delhi,Diesel,SUV,Manual,1,Hyundai Creta,2018,825000.0,Comprehensive,22.1
Delhi,Petrol,SUV,Manual,1,Ford Ecosport,2017,599000.0,Comprehensive,15.9
Delhi,Petrol,Sedan,Manual,1,Toyota Etios,2017,480999.99999999994,Comprehensive,16.78
Delhi,Petrol,Sedan,Manual,1,Honda Amaze,2015,385000.0,Comprehensive,18
Delhi,Petrol,Hatchback,Manual,1,Volkswagen Polo,2019,699000.0,Comprehensive,18.78
Delhi,Petrol,Sedan,Manual,1,Maruti Swift Dzire,2013,331000.0,Comprehensive,20.85
Delhi,Petrol,Hatchback,Manual,2,Chevrolet Beat,2013,178000.0,Comprehensive,18.6
Delhi,Petrol,SUV,Automatic,2,Hyundai Creta,2017,925000.0,Comprehensive,14.8
Delhi,Petrol,Hatchback,Manual,1,Maruti Ritz,2013,290000.0,Comprehensive,18.5
Delhi,Petrol,Sedan,Automatic,2,Maruti Ciaz,2017,570000.0,Comprehensive,19.12
Delhi,Cng,Hatchback,Manual,1,Maruti Alto 800,2022,492000.0,Zero Dep,31.59
Delhi,Petrol,Hatchback,Manual,2,Ford Freestyle,2018,530000.0,Third Party,19
Delhi,Petrol,SUV,Automatic,2,Ford Ecosport,2015,465000.00000000006,Comprehensive,14.7
Delhi,Petrol,Hatchback,Manual,1,Maruti Alto 800,2021,351000.0,Zero Dep,22.05
Delhi,Petrol,Hatchback,Manual,1,Maruti Ignis,2021,515000.00000000006,Third Party,20.89
Delhi,Petrol,Hatchback,Manual,1,Maruti Wagon R,2013,225000.0,Third Party insurance,20.51
Delhi,Petrol,MUV,Manual,1,Renault Triber,2020,620000.0,Zero Dep,20
Delhi,Petrol,Hatchback,Manual,1,Renault KWID,2018,349000.0,Comprehensive,23.01
Delhi,Petrol,SUV,Automatic,1,Jeep Compass,2019,1385000.0,Comprehensive,14.1
Delhi,Petrol,Hatchback,Manual,1,Honda Brio,2014,290000.0,Comprehensive,19.4
Delhi,Petrol,MUV,Manual,1,Datsun GO Plus,2015,285000.0,Comprehensive,19.44
Delhi,Petrol,Sedan,Automatic,1,Volkswagen Vento,2013,330000.0,Comprehensive,14.8
Delhi,Diesel,SUV,Manual,1,Mahindra Thar,2015,549000.0,Comprehensive,16.55
Delhi,Petrol,Hatchback,Manual,1,Maruti Alto 800,2020,365000.0,Comprehensive,22.05
Delhi,Cng,Sedan,Manual,1,Maruti Swift Dzire Tour,2021,650000.0,Third Party insurance,26.55
Delhi,Diesel,SUV,Manual,1,Maruti SX4 S Cross,2015,449000.0,Comprehensive,23.65
Delhi,Petrol,Hatchback,Automatic,1,Honda Jazz,2017,599000.0,Comprehensive,19
Delhi,Diesel,SUV,Automatic,0,MG Gloster,2023,4645000.0,Diesel,12.04
Delhi,Petrol,Hatchback,Manual,1,Tata Tiago,2020,499000.0,Comprehensive,20.09
Delhi,Petrol,SUV,Automatic,1,Lexus RX,2020,8800000.0,Comprehensive,18.8
Delhi,Petrol,Sedan,Automatic,1,Skoda Slavia,2022,1358000.0,Zero Dep,18.07
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2016,560000.0,Comprehensive,21.4
Delhi,Petrol,Hatchback,Manual,2,Maruti Wagon R,2013,275000.0,Comprehensive,21.79
Delhi,Petrol,Hatchback,Automatic,1,Honda Jazz,2017,586000.0,Zero Dep,19
Delhi,Petrol,Hatchback,Automatic,1,Maruti Celerio,2017,463000.0,Comprehensive,26
Delhi,Petrol,SUV,Automatic,1,Renault Duster,2018,699000.0,Comprehensive,14.99
Delhi,Diesel,Hatchback,Manual,2,Maruti Baleno,2018,593000.0,Zero Dep,27.39
Delhi,Petrol,Sedan,Automatic,2,Mercedes-Benz E-Class,2012,1050000.0,Third Party insurance,12.3
Delhi,Diesel,SUV,Manual,2,Mahindra KUV 100 NXT,2018,567000.0,Third Party,25.32
Delhi,Petrol,SUV,Automatic,1,MG Hector Plus,2021,1750000.0,Comprehensive,
Delhi,Petrol,SUV,Manual,1,Volkswagen Taigun,2022,1650000.0,Comprehensive,17.88
Delhi,Diesel,SUV,Manual,1,Mahindra XUV500,2017,930000.0000000001,Third Party insurance,16
Delhi,Petrol,SUV,Manual,1,Honda WR-V,2018,749000.0,Comprehensive,17.5
Delhi,Petrol,Sedan,Manual,1,Volkswagen Vento,2011,249000.00000000003,Comprehensive,15.04
Delhi,Diesel,SUV,Manual,1,Tata Hexa,2018,899000.0,Comprehensive,17.6
Delhi,Petrol,Hatchback,Manual,1,Hyundai i10,2013,225000.0,Third Party insurance,19.81
Delhi,Diesel,Hatchback,Manual,1,Maruti Baleno,2015,399000.0,Comprehensive,27.39
Delhi,Petrol,Hatchback,Manual,3,Chevrolet Spark,2010,8000000.0,Third Party insurance,18
Delhi,Petrol,Sedan,Automatic,3,Honda City,2010,225000.0,Comprehensive,16.8
Delhi,Petrol,Hatchback,Manual,1,Maruti Alto,2012,137000.0,Third Party insurance,19.7
Delhi,Diesel,Sedan,Manual,1,Maruti Swift Dzire,2014,389000.0,Comprehensive,23.4
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2016,548000.0,Comprehensive,21.4
Delhi,Petrol,SUV,Manual,1,MG Hector,2021,1695000.0,Third Party insurance,15.81
Delhi,Petrol,Hatchback,Manual,1,Hyundai i20,2021,874000.0,Zero Dep,21
Delhi,Petrol,Sedan,Manual,1,Honda Amaze,2018,596000.0,Comprehensive,19.5
Delhi,Petrol,Sedan,Manual,3,Honda City,2009,179000.0,Third Party insurance,17
Delhi,Petrol,Hatchback,Manual,2,Maruti Baleno,2017,501000.0,Zero Dep,21.4
Delhi,Diesel,SUV,Manual,1,Mahindra XUV500,2013,575000.0,Third Party insurance,15.1
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2017,495000.0,Third Party,21.4
Delhi,Diesel,SUV,Manual,1,Tata Safari Storme,2014,500000.0,Third Party insurance,14
Delhi,Petrol,SUV,Automatic,2,MG Hector,2019,1500000.0,Third Party insurance,13.96
Delhi,Petrol,Hatchback,Manual,1,Hyundai Grand i10 Nios,2022,725000.0,Third Party insurance,20.7
Delhi,Petrol,SUV,Manual,1,Toyota Urban cruiser,2022,1030000.0000000001,Third Party insurance,17.03
Delhi,Diesel,Sedan,Manual,1,Maruti Ciaz,2017,650000.0,Third Party insurance,28.09
Delhi,Petrol,Hatchback,Automatic,1,Hyundai Grand i10,2014,450000.0,Comprehensive,18.9
Delhi,Diesel,SUV,Manual,1,Ford Ecosport,2019,689000.0,Third Party insurance,21.7
Delhi,Petrol,Sedan,Manual,1,Skoda Octavia,2018,1250000.0,Comprehensive,16.7
Delhi,Petrol,Hatchback,Manual,2,Maruti Alto 800,2021,310000.0,Third Party insurance,22.05
Delhi,Petrol,SUV,Manual,1,Kia Seltos,2019,1200000.0,Comprehensive,16.5
Delhi,Diesel,Pickup Trucks,Manual,1,Isuzu D-Max,2018,1280000.0,Third Party insurance,12.4
Delhi,Petrol,Hatchback,Manual,2,Hyundai Grand i10,2017,451999.99999999994,Zero Dep,18.9
Delhi,Petrol,Hatchback,Manual,2,Maruti Celerio,2020,404000.0,Comprehensive,25.24
Delhi,Petrol,SUV,Automatic,1,Kia Seltos,2023,2025000.0,Comprehensive,17.9
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2016,473000.00000000006,Zero Dep,21.4
Delhi,Petrol,Hatchback,Manual,3,Honda Jazz,2011,252000.0,Third Party,16.7
Delhi,Petrol,SUV,Manual,1,Honda WR-V,2022,950000.0,Comprehensive,16.5
Delhi,Petrol,Hatchback,Automatic,1,Maruti Baleno,2018,633000.0,Zero Dep,21.4
Delhi,Petrol,Sedan,Automatic,1,Honda City,2017,875000.0,Comprehensive,18
Delhi,Petrol,Hatchback,Manual,2,Maruti Swift,2015,413000.0,Comprehensive,22.38
Delhi,Petrol,Sedan,Manual,1,Honda City,2020,1100000.0,Comprehensive,17.4
Delhi,Diesel,SUV,Manual,1,Hyundai Creta,2020,1250000.0,Comprehensive,
Delhi,Diesel,SUV,Automatic,1,Land Rover Range Rover Evoque,2019,4150000.0,Third Party insurance,15.68
Delhi,Petrol,SUV,Manual,2,Maruti Grand Vitara,2012,650000.0,Third Party insurance,10.4
Delhi,Petrol,Hatchback,Manual,1,Maruti Wagon R,2012,300000.0,Third Party insurance,18.9
Delhi,Petrol,Sedan,Automatic,1,Mercedes-Benz C-Class,2022,5700000.0,Comprehensive,16.9
Delhi,Petrol,Hatchback,Manual,1,Maruti Swift,2022,713000.0,Third Party insurance,22.38
Delhi,Petrol,SUV,Automatic,2,Ford Ecosport,2015,515000.00000000006,Third Party insurance,15.63
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2020,600000.0,Third Party insurance,21.01
Delhi,Diesel,SUV,Automatic,1,Tata Harrier,2022,2089999.9999999998,Comprehensive,14.6
Delhi,Petrol,Sedan,Automatic,1,Maruti Ciaz,2016,690000.0,Third Party insurance,19.12
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2016,513000.0,Comprehensive,21.4
Delhi,Petrol,Sedan,Automatic,1,Hyundai Verna,2017,850000.0,Comprehensive,17
Delhi,Petrol,SUV,Manual,1,Maruti Brezza,2022,835000.0,Comprehensive,20.15
Delhi,Petrol,Hatchback,Manual,1,Hyundai Grand i10,2017,438999.99999999994,Comprehensive,18.9
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2020,720000.0,Comprehensive,21.01
Delhi,Petrol,SUV,Manual,2,Maruti Vitara Brezza,2022,942000.0,Third Party insurance,17.03
Delhi,Petrol,Sedan,Automatic,1,Honda City,2014,538000.0,Comprehensive,18
Delhi,Petrol,Sedan,Manual,1,Hyundai Accent,2009,100000.0,Third Party insurance,16.36
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2016,491000.0,Third Party insurance,21.4
Delhi,Petrol,Sedan,Automatic,1,Honda Amaze,2022,925000.0,Comprehensive,18.3
Delhi,Petrol,SUV,Manual,1,Toyota Urban cruiser,2022,1060000.0,Third Party insurance,17.03
Delhi,Diesel,SUV,Manual,2,Toyota Fortuner,2012,900000.0,Third Party insurance,13
Delhi,Diesel,SUV,Manual,1,Maruti Vitara Brezza,2018,670000.0,Comprehensive,24.3
Delhi,Petrol,SUV,Manual,1,Ford Ecosport,2017,500000.0,Comprehensive,18.88
Delhi,Diesel,Sedan,Automatic,2,Audi A4,2014,1250000.0,Third Party insurance,16.55
Delhi,Petrol,Hatchback,Manual,3,Maruti Swift,2009,110000.00000000001,Third Party insurance,16.1
Delhi,Petrol,Hatchback,Manual,2,Hyundai Santro Xing,2010,150000.0,Third Party insurance,17.92
Delhi,Diesel,SUV,Automatic,2,Ford Endeavour,2019,3200000.0,Third Party insurance,10.91
Delhi,Lpg,Hatchback,Manual,1,Hyundai i10,2014,240000.0,Third Party insurance,19
Delhi,Petrol,Sedan,Manual,3,Honda City,2014,459999.99999999994,Third Party insurance,17.4
Delhi,Petrol,Hatchback,Manual,1,Hyundai Grand i10,2016,411000.00000000006,Comprehensive,18.9
Delhi,Petrol,Hatchback,Manual,2,Maruti Baleno,2017,480999.99999999994,Comprehensive,21.4
Delhi,Petrol,SUV,Manual,1,Honda WR-V,2017,670000.0,Third Party insurance,17.5
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2020,724000.0,Comprehensive,21.01
Delhi,Petrol,Hatchback,Manual,1,Hyundai i20 Active,2017,546000.0,Third Party insurance,17.19
Delhi,Cng,MUV,Manual,1,Maruti Ertiga,2018,799000.0,Comprehensive,17.5
Delhi,Petrol,Hatchback,Manual,1,Volkswagen Polo,2013,278000.0,Comprehensive,16.47
Delhi,Petrol,Sedan,Automatic,1,Honda City,2023,1575000.0,Third Party insurance,18.4
Delhi,Petrol,Hatchback,Manual,1,Honda Brio,2013,261000.0,Third Party,19.4
Delhi,Diesel,SUV,Manual,1,Tata Safari Storme,2014,415000.00000000006,Third Party insurance,14
Delhi,Diesel,Hatchback,Manual,1,Mahindra KUV 100 NXT,2018,399000.0,Comprehensive,25.32
Delhi,Petrol,Hatchback,Automatic,1,Hyundai i10,2011,220000.00000000003,Comprehensive,16.95
Delhi,Petrol,Sedan,Automatic,1,Honda Civic,2011,330000.0,Comprehensive,13.9
Delhi,Petrol,Sedan,Manual,1,Maruti Swift Dzire,2015,434999.99999999994,Comprehensive,19.1
Delhi,Petrol,SUV,Automatic,1,MG Hector,2021,1750000.0,Third Party insurance,
Delhi,Diesel,SUV,Automatic,1,Mahindra XUV500,2019,1475000.0,Third Party insurance,15.1
Delhi,Petrol,Hatchback,Manual,1,Maruti Ignis,2018,450000.0,Third Party insurance,20.89
Delhi,Petrol,Sedan,Automatic,1,Mercedes-Benz C-Class,2020,4400000.0,Comprehensive,11.9
Delhi,Diesel,Sedan,Manual,1,Maruti Swift Dzire,2016,380000.0,Third Party insurance,26.59
Delhi,Cng,Hatchback,Manual,1,Hyundai Santro Xing,2010,9500000.0,Third Party insurance,17
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2020,675000.0,Zero Dep,21.01
Delhi,Petrol,Hatchback,Automatic,1,Honda Brio,2017,527000.0,Zero Dep,16.5
Delhi,Diesel,SUV,Automatic,1,Ford Endeavour,2019,2990000.0,Comprehensive,12.62
Delhi,Petrol,Sedan,Manual,1,Maruti Swift Dzire,2015,380000.0,Comprehensive,22.41
Delhi,Petrol,Sedan,Manual,1,Tata Tigor,2021,689000.0,Third Party,19.28
Delhi,Diesel,SUV,Automatic,1,Mercedes-Benz M-Class,2015,2400000.0,Comprehensive,15.26
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2016,474000.0,Zero Dep,21.4
Delhi,Diesel,SUV,Automatic,1,Ford Endeavour,2017,2550000.0,Third Party insurance,10.91
Delhi,Petrol,Hatchback,Manual,1,Maruti Ignis,2020,577000.0,Third Party,20.89
Delhi,Petrol,Sedan,Automatic,1,Mercedes-Benz C-Class,2016,2550000.0,Comprehensive,14.74
Delhi,Petrol,Sedan,Automatic,1,Toyota Yaris,2018,894999.9999999999,Comprehensive,17.8
Delhi,Petrol,Sedan,Manual,1,Nissan Sunny,2012,250000.0,Third Party insurance,16.95
Delhi,Diesel,SUV,Manual,1,Kia Sonet,2022,1025000.0,Third Party insurance,
Delhi,Petrol,Sedan,Manual,1,Honda City,2021,900000.0,Third Party insurance,17.4
Delhi,Petrol,SUV,Manual,1,Hyundai Venue,2020,650000.0,Comprehensive,17.52
Delhi,Petrol,Sedan,Automatic,1,Maruti Ciaz,2023,1175000.0,Comprehensive,20.04
Delhi,Petrol,Sedan,Manual,3,Chevrolet Optra,2010,186000.0,Third Party insurance,12.9
Delhi,Petrol,Sedan,Manual,1,Nissan Sunny,2012,250000.0,Third Party insurance,16.95
Delhi,Diesel,Hatchback,Manual,1,Hyundai i20,2015,425000.0,Not Available,22.54
Delhi,Petrol,Hatchback,Manual,1,Hyundai Grand i10,2015,425000.0,Third Party insurance,18.9
Delhi,Petrol,Hatchback,Manual,1,Hyundai Grand i10,2019,523000.00000000006,Third Party,18.9
Delhi,Petrol,Hatchback,Manual,1,Honda Brio,2012,240000.0,Comprehensive,19.4
Delhi,Cng,Sedan,Manual,1,Maruti Swift Dzire Tour,2022,754000.0,Third Party insurance,31.12
Delhi,Petrol,SUV,Automatic,1,Jeep Compass,2017,1285000.0,Comprehensive,16
Delhi,Diesel,SUV,Automatic,1,Mahindra XUV500,2019,1317000.0,Zero Dep,15.1
Delhi,Petrol,SUV,Manual,1,Jeep Compass,2019,1465000.0,Third Party insurance,16
Delhi,Petrol,Hatchback,Manual,2,Hyundai i20,2017,491000.0,Comprehensive,18.6
Delhi,Petrol,Hatchback,Manual,1,Mahindra KUV 100 NXT,2018,550000.0,Third Party insurance,18.15
Delhi,Diesel,Hatchback,Manual,1,Maruti Swift,2018,618000.0,Third Party insurance,28.4
Delhi,Petrol,SUV,Automatic,1,Ford Ecosport,2018,775000.0,Third Party insurance,14.8
Delhi,Petrol,Hatchback,Manual,1,Maruti Wagon R,2007,8000000.0,Third Party insurance,18.9
Delhi,Petrol,SUV,Automatic,1,Ford Ecosport,2018,775000.0,Third Party insurance,14.8
Delhi,Diesel,SUV,Manual,1,Tata Safari Storme,2013,400000.0,Third Party insurance,14
Delhi,Diesel,SUV,Automatic,1,Toyota Fortuner,2018,3350000.0,Comprehensive,15.04
Delhi,Petrol,Sedan,Manual,5,Honda Civic,2010,200000.0,Third Party insurance,14.8
Delhi,Petrol,Sedan,Manual,5,Honda Civic,2010,200000.0,Third Party insurance,14.8
Delhi,Petrol,Hatchback,Manual,2,Hyundai i20,2019,509999.99999999994,Third Party insurance,18.6
Delhi,Diesel,SUV,Automatic,1,Audi Q3,2013,869999.9999999999,Third Party insurance,15.73
Delhi,Petrol,MUV,Manual,1,Maruti XL6,2021,1100000.0,Third Party insurance,19.01
Delhi,Diesel,Hatchback,Automatic,2,Maruti Ignis,2017,445000.0,Third Party insurance,26.8
Delhi,Petrol,SUV,Automatic,1,Ford Ecosport,2015,547000.0,Zero Dep,16.5
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2019,626000.0,Comprehensive,21.4
Delhi,Diesel,SUV,Manual,1,Mahindra XUV500,2017,1200000.0,Third Party insurance,16
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2016,445000.0,Comprehensive,21.4
Delhi,Petrol,Hatchback,Manual,1,Hyundai i20,2015,458000.0,Third Party insurance,18.6
Delhi,Cng,Hatchback,Manual,2,Hyundai Santro Xing,2014,204999.99999999997,Third Party insurance,11.88
Delhi,Cng,Hatchback,Manual,1,Maruti Wagon R,2019,507000.0,Comprehensive,33.54
Delhi,Petrol,Hatchback,Manual,2,Maruti Wagon R,2012,240000.0,Third Party insurance,18.9
Delhi,Petrol,Hatchback,Manual,1,Maruti Baleno,2019,713000.0,Zero Dep,21.4
Delhi,Diesel,SUV,Manual,1,Mahindra XUV500,2016,890000.0,Third Party,16
Delhi,Petrol,Hatchback,Manual,4,Maruti Swift,2006,135000.0,Third Party insurance,16.1
Delhi,Petrol,Sedan,Manual,1,Honda Amaze,2014,390000.0,Comprehensive,18
Delhi,Petrol,Sedan,Manual,1,Honda City,2014,575000.0,Comprehensive,17.8
Delhi,Cng,Hatchback,Manual,1,Maruti Celerio,2019,400000.0,Comprehensive,31.79
Delhi,Diesel,Hatchback,Manual,1,Honda Jazz,2015,350000.0,Third Party insurance,27.3
Delhi,Diesel,SUV,Automatic,1,Hyundai Alcazar,2022,2050000.0,Comprehensive,18.1
Delhi,Petrol,SUV,Manual,1,Tata Nexon,2020,825000.0,Comprehensive,17.33
Delhi,Diesel,SUV,Automatic,1,Mahindra Thar,2021,1650000.0,Comprehensive,
